,is_goal,x,y,shot_body_part,shot_type,play_pattern
595682,0,110.7,42.5,Head,Open Play,From Keeper
599189,0,93.9,27.9,Right Foot,Open Play,Regular Play
599190,0,111.1,45.6,Head,Open Play,From Free Kick
599191,0,110.0,38.4,Right Foot,Open Play,Regular Play
599192,1,112.3,45.4,Right Foot,Open Play,Regular Play
599193,0,99.5,25.2,Right Foot,Open Play,Regular Play
599194,0,90.5,38.1,Right Foot,Open Play,Regular Play
599195,0,103.0,46.6,Right Foot,Open Play,From Free Kick
599196,1,107.9,27.5,Left Foot,Open Play,From Throw In
599197,0,97.6,33.7,Right Foot,Open Play,From Throw In
599198,0,110.8,41.5,Head,Open Play,From Corner
599199,0,109.4,54.2,Right Foot,Open Play,Regular Play
599200,0,105.1,35.6,Left Foot,Open Play,Regular Play
599201,0,103.7,43.3,Left Foot,Open Play,From Counter
599202,0,100.4,36.5,Right Foot,Open Play,Regular Play
599203,0,107.0,25.5,Left Foot,Open Play,From Free Kick
599204,0,92.0,40.7,Left Foot,Open Play,From Free Kick
599205,0,110.1,32.7,Left Foot,Open Play,From Free Kick
599206,0,92.5,48.8,Left Foot,Open Play,From Throw In
599207,0,101.7,49.8,Right Foot,Open Play,From Throw In
599208,0,105.2,38.7,Head,Open Play,Regular Play
602718,0,116.3,47.7,Head,Open Play,From Free Kick
602719,0,99.7,34.7,Right Foot,Open Play,From Corner
602720,1,113.0,28.3,Left Foot,Open Play,From Corner
602722,0,113.8,37.0,Head,Open Play,From Corner
602723,0,98.7,30.3,Left Foot,Open Play,Regular Play
602724,0,101.0,35.6,Left Foot,Open Play,From Throw In
602725,0,115.6,34.8,Right Foot,Open Play,From Free Kick
602726,0,106.2,41.5,Right Foot,Open Play,Regular Play
602727,0,104.0,52.0,Left Foot,Open Play,Regular Play
602728,0,101.7,43.3,Right Foot,Open Play,Regular Play
602729,0,113.2,31.8,Right Foot,Open Play,Regular Play
602730,0,94.1,49.2,Right Foot,Open Play,From Corner
602731,0,113.3,40.4,Head,Open Play,From Free Kick
602733,0,96.2,42.6,Right Foot,Open Play,From Corner
602734,0,112.1,40.6,Head,Open Play,From Corner
605752,1,109.7,39.8,Head,Open Play,From Free Kick
605753,0,104.9,25.2,Left Foot,Open Play,Regular Play
605754,0,108.1,42.8,Left Foot,Open Play,From Corner
605755,0,101.0,61.3,Left Foot,Open Play,Regular Play
605756,0,112.6,48.9,Right Foot,Open Play,From Corner
605757,0,98.2,36.2,Right Foot,Open Play,Regular Play
605758,0,88.8,60.7,Right Foot,Free Kick,From Free Kick
605759,0,94.6,40.9,Right Foot,Open Play,Regular Play
605760,0,111.7,39.7,Right Foot,Open Play,From Throw In
605761,0,109.0,45.5,Head,Open Play,Regular Play
605762,0,104.9,27.1,Left Foot,Open Play,From Free Kick
605763,0,101.9,42.9,Right Foot,Open Play,From Free Kick
605764,0,108.7,28.7,Left Foot,Open Play,From Corner
605765,0,98.6,35.8,Right Foot,Open Play,From Throw In
605766,0,111.5,50.6,Left Foot,Open Play,From Free Kick
605767,0,103.9,51.6,Right Foot,Open Play,Regular Play
605768,1,102.1,45.6,Right Foot,Open Play,Regular Play
605769,1,107.5,38.1,Left Foot,Open Play,From Free Kick
605770,0,86.1,46.1,Right Foot,Open Play,From Kick Off
605771,0,102.5,48.3,Right Foot,Open Play,From Free Kick
605772,0,115.2,46.2,Head,Open Play,From Free Kick
605773,0,113.2,44.6,Head,Open Play,From Corner
605774,0,106.9,44.1,Right Foot,Open Play,From Corner
605775,0,111.9,47.7,Right Foot,Open Play,From Corner
605776,0,114.9,52.0,Head,Open Play,From Corner
605777,0,114.8,53.6,Right Foot,Open Play,Regular Play
605778,0,114.9,42.8,Left Foot,Open Play,From Corner
605779,0,91.4,41.0,Left Foot,Open Play,From Throw In
605780,0,113.3,49.6,Head,Open Play,From Free Kick
605781,0,93.7,21.9,Right Foot,Open Play,Regular Play
605782,0,105.9,31.6,Left Foot,Open Play,From Free Kick
605783,0,112.6,40.4,Left Foot,Open Play,From Corner
605784,1,115.3,40.6,Right Foot,Open Play,From Corner
609130,0,95.5,29.7,Left Foot,Open Play,Regular Play
609131,1,109.3,40.1,Right Foot,Open Play,From Throw In
609132,1,103.1,55.3,Right Foot,Open Play,From Keeper
609133,0,96.3,38.1,Right Foot,Open Play,From Throw In
609134,0,97.0,44.2,Left Foot,Open Play,Regular Play
609135,1,112.9,38.8,Head,Open Play,Regular Play
609136,0,93.7,32.6,Right Foot,Open Play,From Throw In
609137,0,107.6,36.4,Right Foot,Open Play,From Throw In
609138,0,93.6,33.7,Right Foot,Open Play,From Throw In
609139,0,94.4,54.2,Left Foot,Open Play,Regular Play
609140,0,110.6,37.2,Head,Open Play,Regular Play
609141,0,88.4,32.0,Left Foot,Open Play,From Throw In
609142,0,112.7,36.7,Right Foot,Open Play,From Throw In
609143,0,103.6,52.8,Right Foot,Open Play,From Free Kick
609144,0,99.3,56.0,Left Foot,Open Play,Regular Play
609145,0,113.1,46.8,Left Foot,Open Play,From Free Kick
609146,0,101.5,32.6,Right Foot,Open Play,From Throw In
609147,0,113.9,33.8,Head,Open Play,From Throw In
609148,0,103.6,27.2,Left Foot,Open Play,From Free Kick
609149,0,112.6,49.8,Head,Open Play,From Throw In
609150,0,106.6,43.6,Right Foot,Open Play,Regular Play
609151,0,110.6,37.8,Head,Open Play,Regular Play
609152,0,103.0,23.9,Right Foot,Open Play,From Corner
609153,1,109.0,39.2,Right Foot,Open Play,From Throw In
612896,1,116.8,38.9,Other,Open Play,From Corner
612897,0,99.2,46.7,Left Foot,Open Play,From Counter
612898,0,109.9,43.4,Head,Open Play,Regular Play
612899,0,100.5,33.9,Right Foot,Open Play,Regular Play
612900,0,115.3,28.7,Right Foot,Open Play,From Corner
612901,0,88.4,36.0,Left Foot,Open Play,From Throw In
612902,0,92.3,35.3,Right Foot,Open Play,Regular Play
612903,0,99.1,38.5,Right Foot,Open Play,From Throw In
612904,0,104.8,57.2,Right Foot,Open Play,Regular Play
612905,0,111.2,40.5,Left Foot,Open Play,From Counter
612906,0,101.5,29.8,Right Foot,Open Play,Regular Play
612907,0,101.2,41.8,Right Foot,Open Play,From Corner
612908,0,106.3,50.3,Right Foot,Open Play,From Corner
612909,0,108.2,27.9,Right Foot,Open Play,Regular Play
612910,0,85.4,45.1,Left Foot,Open Play,From Throw In
612911,0,107.0,24.9,Left Foot,Open Play,Regular Play
612912,0,96.2,40.9,Right Foot,Open Play,From Throw In
612913,0,114.8,27.4,Left Foot,Open Play,From Free Kick
612914,1,115.5,41.6,Left Foot,Open Play,Regular Play
612915,0,113.4,15.7,Right Foot,Free Kick,From Free Kick
615967,0,93.0,47.7,Left Foot,Open Play,Regular Play
615968,0,110.5,52.2,Right Foot,Open Play,Regular Play
615969,0,110.4,41.8,Head,Open Play,From Throw In
615970,0,113.5,42.5,Head,Open Play,From Throw In
615971,0,99.0,25.5,Left Foot,Open Play,From Corner
615972,0,91.9,36.7,Right Foot,Open Play,From Free Kick
615973,0,98.4,53.6,Right Foot,Open Play,Regular Play
615974,0,108.7,37.1,Left Foot,Open Play,From Free Kick
615976,0,110.9,31.2,Right Foot,Open Play,Regular Play
615977,0,97.7,56.2,Left Foot,Open Play,From Free Kick
615978,0,114.9,36.3,Head,Open Play,Regular Play
615979,1,116.6,39.6,Right Foot,Open Play,Regular Play
615980,1,108.0,31.7,Left Foot,Open Play,Regular Play
615981,0,97.7,41.3,Right Foot,Open Play,Regular Play
615982,0,93.0,41.4,Right Foot,Open Play,From Counter
615983,0,90.6,58.5,Right Foot,Open Play,Regular Play
615984,0,115.2,40.4,Left Foot,Open Play,Regular Play
615985,0,109.9,27.0,Right Foot,Open Play,From Counter
615986,0,103.3,26.3,Right Foot,Open Play,From Throw In
615987,0,107.7,36.4,Head,Open Play,From Free Kick
615988,0,103.9,59.9,Right Foot,Open Play,Regular Play
615989,0,103.3,21.2,Left Foot,Open Play,From Counter
615990,0,101.8,56.7,Left Foot,Open Play,From Free Kick
618718,0,104.0,48.5,Right Foot,Open Play,Regular Play
618719,0,108.3,43.2,Head,Open Play,From Throw In
618720,0,113.8,41.0,Head,Open Play,From Corner
618721,0,98.6,57.9,Right Foot,Open Play,From Counter
618722,0,109.9,48.1,Right Foot,Open Play,From Counter
618723,0,112.0,49.0,Left Foot,Open Play,From Counter
618724,1,97.7,25.6,Right Foot,Free Kick,From Free Kick
618725,0,97.2,60.0,Left Foot,Open Play,From Corner
618726,0,100.5,27.2,Left Foot,Open Play,Regular Play
618727,0,101.4,52.3,Right Foot,Open Play,Regular Play
618728,0,101.3,40.9,Left Foot,Open Play,From Counter
618729,0,109.2,27.4,Left Foot,Open Play,Regular Play
618730,0,110.3,46.3,Right Foot,Open Play,Regular Play
618731,0,114.1,29.4,Left Foot,Open Play,From Corner
618732,1,108.6,36.3,Right Foot,Open Play,From Corner
618733,0,102.5,50.0,Left Foot,Open Play,From Keeper
618734,1,104.5,37.0,Right Foot,Open Play,From Counter
618735,0,109.5,35.7,Head,Open Play,Regular Play
618736,1,109.5,40.9,Right Foot,Open Play,From Free Kick
618737,0,115.2,52.7,Right Foot,Open Play,From Kick Off
618738,0,91.2,36.8,Left Foot,Open Play,Regular Play
618739,0,114.5,32.8,Right Foot,Open Play,From Free Kick
618740,0,115.8,36.7,Left Foot,Open Play,From Free Kick
622713,1,110.0,43.4,Head,Open Play,From Free Kick
622714,0,109.4,40.6,Head,Open Play,From Corner
622715,0,113.5,27.3,Left Foot,Open Play,From Throw In
622716,0,111.5,36.8,Head,Open Play,From Corner
622717,0,98.0,35.0,Right Foot,Open Play,Regular Play
622718,0,111.0,47.5,Head,Open Play,From Corner
622719,0,96.6,28.6,Right Foot,Free Kick,From Free Kick
622720,0,100.8,34.4,Left Foot,Open Play,From Corner
622721,0,112.3,33.0,Head,Open Play,Regular Play
622722,0,95.7,27.1,Right Foot,Open Play,From Corner
622723,1,107.7,28.0,Left Foot,Open Play,From Keeper
622724,0,90.0,38.2,Right Foot,Free Kick,From Free Kick
622725,0,103.5,44.6,Right Foot,Open Play,Regular Play
622726,0,94.5,43.3,Right Foot,Open Play,Regular Play
622727,0,88.9,46.1,Left Foot,Open Play,From Throw In
622728,0,97.9,22.5,Left Foot,Open Play,From Free Kick
622729,0,98.5,20.9,Right Foot,Open Play,From Throw In
622730,0,104.9,46.6,Left Foot,Open Play,From Throw In
622731,0,104.7,55.5,Right Foot,Open Play,Regular Play
622732,0,93.6,51.4,Right Foot,Open Play,Regular Play
622733,0,79.5,37.5,Right Foot,Open Play,From Counter
622734,0,96.1,54.5,Left Foot,Open Play,Regular Play
625791,0,108.1,33.0,Right Foot,Open Play,Regular Play
625792,0,91.6,34.7,Left Foot,Open Play,Regular Play
625793,0,100.6,43.9,Right Foot,Open Play,From Free Kick
625794,0,112.9,33.1,Right Foot,Open Play,From Throw In
625795,0,111.7,36.4,Head,Open Play,From Corner
625796,0,110.0,51.1,Right Foot,Open Play,From Free Kick
625797,0,98.4,53.5,Right Foot,Open Play,From Corner
625798,0,109.3,35.2,Left Foot,Open Play,Regular Play
625799,0,102.6,56.6,Right Foot,Open Play,From Counter
625800,0,107.9,47.5,Right Foot,Open Play,From Corner
625801,0,97.2,38.1,Right Foot,Open Play,From Corner
625802,0,102.0,23.6,Right Foot,Open Play,Regular Play
625803,0,98.1,27.5,Right Foot,Open Play,Regular Play
625804,0,116.0,24.9,Left Foot,Open Play,From Throw In
625805,0,97.4,31.8,Right Foot,Open Play,Regular Play
625807,0,96.0,54.2,Right Foot,Open Play,From Free Kick
625808,0,102.0,56.9,Left Foot,Open Play,From Throw In
625809,0,91.1,35.9,Right Foot,Free Kick,From Free Kick
625810,0,95.4,45.6,Right Foot,Open Play,Regular Play
625811,1,118.3,42.9,Right Foot,Open Play,From Counter
625812,1,100.9,24.8,Right Foot,Open Play,Regular Play
625813,0,113.1,50.6,Left Foot,Open Play,Regular Play
625814,0,89.3,25.8,Right Foot,Open Play,Regular Play
628997,0,100.6,57.4,Right Foot,Open Play,Regular Play
628998,0,111.0,25.7,Right Foot,Open Play,Regular Play
628999,0,117.2,47.9,Right Foot,Open Play,From Free Kick
629000,0,99.9,39.0,Right Foot,Open Play,Regular Play
629001,1,99.0,34.6,Right Foot,Open Play,Regular Play
629002,0,110.2,43.7,Head,Open Play,From Corner
629003,1,114.8,38.1,Head,Open Play,Regular Play
629004,0,93.7,47.1,Left Foot,Open Play,From Throw In
629005,0,98.7,56.1,Right Foot,Open Play,From Throw In
629006,0,110.2,40.0,Right Foot,Open Play,From Goal Kick
629007,0,113.8,31.7,Left Foot,Open Play,Regular Play
629008,0,96.8,53.7,Left Foot,Open Play,Regular Play
629009,0,94.2,22.8,Right Foot,Free Kick,From Free Kick
629010,0,108.6,40.4,Head,Open Play,From Free Kick
629011,1,107.0,37.9,Right Foot,Open Play,From Free Kick
629012,0,105.3,40.3,Left Foot,Open Play,From Throw In
629013,0,100.2,32.3,Right Foot,Free Kick,From Free Kick
629014,0,98.3,33.9,Right Foot,Open Play,From Free Kick
629015,0,81.4,26.3,Left Foot,Open Play,From Goal Kick
629016,0,95.8,45.6,Right Foot,Free Kick,From Free Kick
629017,1,106.8,33.9,Right Foot,Open Play,Regular Play
632590,1,114.2,36.2,Left Foot,Open Play,From Throw In
632591,0,83.0,26.8,Right Foot,Free Kick,From Free Kick
632592,1,115.0,38.9,Head,Open Play,Regular Play
632593,0,86.8,37.7,Left Foot,Open Play,From Throw In
632594,0,95.6,41.1,Left Foot,Open Play,Regular Play
632595,0,91.1,25.3,Left Foot,Open Play,Regular Play
632596,0,92.8,48.7,Right Foot,Open Play,From Throw In
632597,0,101.0,53.0,Left Foot,Open Play,From Throw In
632598,0,91.6,27.5,Left Foot,Open Play,Regular Play
632599,0,113.1,38.1,Head,Open Play,From Throw In
632600,0,105.4,39.6,Left Foot,Open Play,Regular Play
632601,0,103.2,47.1,Head,Open Play,From Free Kick
632602,0,97.7,42.2,Right Foot,Open Play,From Free Kick
632603,0,110.9,46.1,Head,Open Play,From Free Kick
632604,0,102.7,30.6,Right Foot,Open Play,Regular Play
632605,0,108.6,27.4,Right Foot,Open Play,Regular Play
632606,0,95.8,19.5,Right Foot,Free Kick,From Free Kick
632607,0,107.6,45.9,Head,Open Play,Regular Play
632608,0,93.0,50.6,Left Foot,Open Play,Regular Play
632609,0,90.0,36.0,Right Foot,Free Kick,From Free Kick
632610,0,96.9,42.8,Left Foot,Open Play,From Throw In
632611,0,96.5,30.7,Right Foot,Open Play,From Keeper
632612,0,93.2,40.5,Right Foot,Open Play,Regular Play
632613,0,97.1,28.9,Right Foot,Open Play,From Free Kick
632614,0,108.7,37.9,Head,Open Play,From Corner
632615,0,111.9,24.0,Left Foot,Open Play,From Throw In
632616,0,88.5,34.7,Left Foot,Open Play,From Free Kick
632617,1,112.6,43.8,Left Foot,Open Play,From Goal Kick
632618,0,105.2,52.4,Right Foot,Open Play,Regular Play
632619,1,112.9,37.8,Head,Open Play,Regular Play
635889,0,109.5,38.3,Head,Open Play,From Corner
635890,0,113.6,54.2,Right Foot,Open Play,From Throw In
635891,0,106.5,57.5,Right Foot,Open Play,From Throw In
635892,0,75.3,40.8,Left Foot,Open Play,From Throw In
635893,0,113.8,30.7,Right Foot,Open Play,From Throw In
635894,0,94.5,43.8,Left Foot,Open Play,From Goal Kick
635895,0,113.1,25.8,Left Foot,Open Play,From Goal Kick
635896,0,99.0,55.2,Right Foot,Open Play,From Throw In
635897,0,104.9,35.7,Head,Open Play,From Throw In
635898,0,102.2,31.4,Right Foot,Open Play,From Free Kick
635899,0,99.3,22.7,Right Foot,Open Play,Regular Play
635900,0,108.3,42.3,Head,Open Play,From Corner
635901,0,98.7,39.3,Right Foot,Open Play,From Corner
635902,1,111.2,47.3,Left Foot,Open Play,Regular Play
635903,0,104.8,53.5,Right Foot,Open Play,Regular Play
635904,0,100.3,53.0,Right Foot,Open Play,From Throw In
635905,0,101.1,52.2,Right Foot,Open Play,From Throw In
639225,0,98.6,43.2,Left Foot,Open Play,From Throw In
639226,0,92.9,43.5,Right Foot,Open Play,Regular Play
639227,1,116.9,41.8,Right Foot,Open Play,From Throw In
639228,0,104.0,47.2,Right Foot,Open Play,Regular Play
639229,0,89.9,40.0,Right Foot,Free Kick,From Free Kick
639230,0,94.1,33.8,Right Foot,Open Play,From Goal Kick
639231,0,113.9,31.2,Left Foot,Open Play,From Free Kick
639232,0,107.8,39.9,Head,Open Play,From Throw In
639233,0,97.9,21.4,Right Foot,Free Kick,From Free Kick
639234,0,96.5,58.5,Left Foot,Free Kick,From Free Kick
639235,0,87.9,41.8,Left Foot,Open Play,Regular Play
639236,0,96.0,49.0,Right Foot,Open Play,Regular Play
639237,0,90.5,25.7,Left Foot,Open Play,From Throw In
639238,1,106.6,43.6,Right Foot,Open Play,From Throw In
639239,0,105.4,28.3,Right Foot,Open Play,From Throw In
639240,0,104.8,52.4,Right Foot,Open Play,From Free Kick
639241,0,99.6,46.0,Right Foot,Free Kick,From Free Kick
639242,0,91.6,40.4,Left Foot,Open Play,From Throw In
639243,0,94.9,41.1,Right Foot,Open Play,From Corner
639244,0,107.5,35.4,Left Foot,Open Play,From Corner
639245,0,89.6,36.6,Left Foot,Open Play,From Corner
639246,0,110.2,28.1,Head,Open Play,From Free Kick
639247,0,113.3,47.1,Right Foot,Open Play,From Counter
639248,0,104.4,32.7,Left Foot,Open Play,Regular Play
639249,0,99.5,27.5,Left Foot,Open Play,Regular Play
639250,0,117.8,45.7,Head,Open Play,Regular Play
639251,0,111.8,32.3,Head,Open Play,From Throw In
642833,0,85.7,40.0,Left Foot,Open Play,From Goal Kick
642834,0,106.5,33.1,Left Foot,Open Play,Regular Play
642835,0,110.9,53.6,Right Foot,Open Play,From Corner
642836,0,108.2,28.4,Right Foot,Open Play,From Corner
642837,0,96.5,35.7,Right Foot,Open Play,Regular Play
642838,0,106.6,36.7,Right Foot,Open Play,Regular Play
642839,1,107.8,29.3,Left Foot,Open Play,From Throw In
642840,0,94.1,46.2,Right Foot,Open Play,Regular Play
642841,0,97.8,33.8,Left Foot,Open Play,From Throw In
642842,0,90.2,29.1,Right Foot,Open Play,From Throw In
642843,1,118.6,38.9,Left Foot,Open Play,Regular Play
642844,0,110.9,35.9,Head,Open Play,From Throw In
642845,0,100.2,31.7,Right Foot,Open Play,Regular Play
642846,0,96.0,57.9,Left Foot,Open Play,From Free Kick
642847,0,99.7,39.0,Left Foot,Open Play,Regular Play
642848,0,106.0,44.5,Right Foot,Open Play,Regular Play
642849,0,107.2,54.5,Right Foot,Open Play,Regular Play
642850,0,81.5,46.5,Left Foot,Free Kick,From Free Kick
642851,0,102.0,55.2,Left Foot,Open Play,Regular Play
642852,0,96.6,55.4,Left Foot,Free Kick,From Free Kick
642853,0,102.1,48.7,Left Foot,Open Play,Regular Play
646149,0,97.7,46.9,Right Foot,Open Play,From Throw In
646150,0,97.7,57.7,Left Foot,Open Play,From Throw In
646151,0,102.3,28.9,Right Foot,Open Play,From Throw In
646152,0,93.1,40.7,Left Foot,Open Play,Regular Play
646153,0,89.0,28.8,Right Foot,Open Play,Regular Play
646154,0,100.2,37.1,Left Foot,Open Play,Regular Play
646155,0,107.6,35.1,Left Foot,Open Play,Regular Play
646156,0,90.6,33.6,Right Foot,Open Play,From Free Kick
646157,0,114.5,50.2,Right Foot,Open Play,Regular Play
646158,0,100.6,65.0,Left Foot,Open Play,From Corner
646159,0,108.1,38.2,Head,Open Play,From Free Kick
646160,0,110.1,28.9,Left Foot,Open Play,From Throw In
646161,0,58.6,65.4,Right Foot,Open Play,Regular Play
646162,0,93.0,1.5,Left Foot,Open Play,Regular Play
646163,0,95.7,33.0,Left Foot,Open Play,From Throw In
646164,0,110.9,51.7,Right Foot,Open Play,Regular Play
646165,0,112.6,35.1,Head,Open Play,Regular Play
646166,0,95.9,49.6,Right Foot,Free Kick,From Free Kick
646167,0,92.7,34.2,Left Foot,Open Play,From Throw In
646168,0,108.4,31.2,Head,Open Play,Regular Play
646169,0,107.8,14.8,Right Foot,Free Kick,From Free Kick
646170,0,113.5,29.5,Head,Open Play,From Corner
646171,0,106.6,38.3,Head,Open Play,From Free Kick
646172,0,114.4,40.0,Left Foot,Open Play,From Free Kick
646173,0,115.1,48.4,Right Foot,Open Play,From Free Kick
649724,0,90.8,41.8,Right Foot,Open Play,From Corner
649725,1,113.6,48.2,Right Foot,Open Play,From Corner
649726,0,100.6,48.6,Left Foot,Open Play,Regular Play
649727,0,96.3,61.5,Right Foot,Open Play,Regular Play
649728,0,87.8,38.8,Right Foot,Open Play,From Throw In
649729,0,118.8,29.1,Right Foot,Open Play,From Free Kick
649730,0,102.0,55.1,Right Foot,Open Play,From Free Kick
649731,0,100.5,49.6,Left Foot,Open Play,Regular Play
649732,0,97.3,31.1,Left Foot,Open Play,From Throw In
649733,0,102.7,42.4,Right Foot,Open Play,Regular Play
649734,0,95.7,45.0,Right Foot,Open Play,From Corner
649735,0,96.5,50.4,Left Foot,Open Play,From Throw In
649736,0,96.0,52.5,Right Foot,Open Play,From Throw In
649737,0,111.7,41.7,Head,Open Play,From Corner
649738,0,109.8,23.4,Right Foot,Open Play,From Throw In
649739,0,94.9,44.2,Right Foot,Open Play,Regular Play
649740,1,114.4,40.3,Left Foot,Open Play,Regular Play
652549,0,98.1,45.5,Left Foot,Open Play,From Corner
652550,0,112.0,46.7,Head,Open Play,From Corner
652551,0,95.3,24.8,Left Foot,Open Play,Regular Play
652552,0,99.7,26.5,Left Foot,Open Play,From Counter
652553,0,103.0,62.8,Left Foot,Open Play,From Free Kick
652554,1,100.3,32.0,Right Foot,Open Play,Regular Play
652555,1,106.3,42.4,Right Foot,Open Play,Regular Play
652556,0,103.0,26.2,Left Foot,Open Play,From Corner
652557,0,94.0,18.9,Right Foot,Open Play,From Throw In
652558,0,90.3,49.2,Left Foot,Open Play,From Corner
652559,0,115.5,45.1,Head,Open Play,Regular Play
652560,0,93.9,47.2,Left Foot,Open Play,Regular Play
652561,1,105.0,41.5,Right Foot,Open Play,Regular Play
652562,0,109.1,55.4,Right Foot,Open Play,Regular Play
652563,0,95.5,48.1,Left Foot,Open Play,From Goal Kick
652564,0,114.0,38.8,Head,Open Play,From Corner
652565,0,103.2,44.4,Right Foot,Open Play,From Corner
652566,0,110.9,26.6,Right Foot,Open Play,Regular Play
652567,0,91.8,20.4,Left Foot,Open Play,From Throw In
652568,0,113.9,42.8,Head,Open Play,From Corner
652569,0,109.3,31.9,Right Foot,Open Play,From Corner
652570,0,106.4,28.2,Right Foot,Open Play,From Goal Kick
652571,1,112.8,50.8,Right Foot,Open Play,From Goal Kick
655748,0,118.7,18.8,Right Foot,Open Play,From Throw In
655749,0,106.3,35.2,Head,Open Play,From Corner
655750,0,92.6,55.0,Left Foot,Open Play,Regular Play
655751,0,93.9,29.6,Right Foot,Open Play,From Free Kick
655752,1,108.6,36.7,Left Foot,Open Play,Regular Play
655753,0,106.1,50.2,Right Foot,Open Play,From Counter
655754,0,113.1,47.0,Left Foot,Open Play,From Counter
655755,0,96.2,56.4,Right Foot,Open Play,Regular Play
655756,1,114.7,46.7,Right Foot,Open Play,From Goal Kick
655757,0,105.4,29.8,Right Foot,Open Play,Regular Play
655758,0,93.3,29.5,Left Foot,Free Kick,From Free Kick
655759,0,105.1,28.7,Left Foot,Open Play,From Free Kick
655760,0,108.0,39.5,Head,Open Play,From Free Kick
655761,1,114.1,46.2,Left Foot,Open Play,From Free Kick
655762,0,88.4,52.1,Right Foot,Open Play,From Free Kick
655763,0,98.9,57.9,Left Foot,Free Kick,From Free Kick
655764,0,94.8,46.6,Left Foot,Open Play,From Throw In
655765,0,115.1,34.8,Head,Open Play,From Corner
655766,1,117.9,41.9,Left Foot,Open Play,From Corner
655767,0,91.0,53.5,Left Foot,Open Play,From Free Kick
655768,0,107.6,49.5,Right Foot,Open Play,Regular Play
655769,0,106.4,24.4,Right Foot,Open Play,Regular Play
655770,0,110.1,38.1,Head,Open Play,From Throw In
658681,0,107.7,19.6,Left Foot,Open Play,From Throw In
658682,0,93.5,40.8,Right Foot,Open Play,From Throw In
658683,0,96.7,50.7,Right Foot,Open Play,From Free Kick
658684,0,112.2,53.7,Right Foot,Open Play,From Free Kick
658685,0,113.4,40.1,Head,Open Play,From Free Kick
658686,0,116.2,36.2,Right Foot,Open Play,From Corner
658687,0,81.6,37.9,Left Foot,Open Play,From Corner
658688,0,105.6,36.0,Left Foot,Open Play,From Goal Kick
658689,0,103.4,55.2,Left Foot,Open Play,Regular Play
658690,0,98.3,30.9,Right Foot,Open Play,Regular Play
658691,0,102.5,35.7,Right Foot,Open Play,From Free Kick
658692,0,83.9,47.1,Right Foot,Open Play,Regular Play
658693,0,101.8,32.5,Right Foot,Open Play,From Keeper
658694,0,108.8,26.7,Right Foot,Open Play,From Throw In
658695,0,99.8,30.0,Right Foot,Open Play,Regular Play
658696,0,91.4,47.3,Right Foot,Open Play,From Free Kick
658697,0,90.5,41.3,Right Foot,Open Play,Regular Play
658698,0,93.4,33.3,Right Foot,Free Kick,From Free Kick
658699,0,94.6,58.0,Left Foot,Open Play,From Throw In
658700,0,104.0,36.1,Left Foot,Open Play,From Counter
658701,0,110.3,42.5,Head,Open Play,From Free Kick
658702,0,102.8,20.6,Left Foot,Open Play,From Free Kick
658703,0,99.7,35.0,Right Foot,Open Play,From Free Kick
658704,0,84.4,33.8,Right Foot,Open Play,From Free Kick
658705,0,111.5,51.2,Right Foot,Open Play,From Free Kick
658706,0,95.5,26.0,Right Foot,Open Play,From Counter
658707,0,109.5,22.3,Right Foot,Open Play,Regular Play
658708,0,98.1,45.7,Right Foot,Open Play,From Free Kick
658709,0,92.3,48.4,Left Foot,Open Play,From Free Kick
658710,0,96.5,53.5,Right Foot,Open Play,From Free Kick
658711,0,107.9,59.1,Right Foot,Open Play,From Counter
658712,0,110.4,39.5,Head,Open Play,Regular Play
658713,0,115.2,28.8,Left Foot,Open Play,From Keeper
658714,0,102.5,31.4,Right Foot,Open Play,From Corner
658715,0,90.0,50.8,Left Foot,Open Play,From Throw In
658716,0,116.0,29.9,Right Foot,Open Play,From Throw In
662258,0,107.6,24.5,Left Foot,Open Play,Regular Play
662259,0,80.6,43.2,Right Foot,Open Play,From Throw In
662260,0,104.5,29.3,Left Foot,Open Play,Regular Play
662261,0,112.0,41.5,Right Foot,Open Play,From Corner
662262,0,97.7,46.4,Left Foot,Open Play,From Corner
662263,0,86.9,22.3,Right Foot,Free Kick,From Free Kick
662264,0,110.8,29.1,Right Foot,Open Play,From Goal Kick
662265,0,112.8,42.9,Head,Open Play,From Corner
662266,1,114.4,37.8,Right Foot,Open Play,From Free Kick
662267,0,96.2,29.0,Right Foot,Open Play,From Throw In
662268,0,112.0,44.8,Head,Open Play,From Free Kick
662269,0,108.7,41.6,Left Foot,Open Play,From Free Kick
662270,0,65.7,58.4,Right Foot,Open Play,From Kick Off
662271,0,104.5,32.0,Left Foot,Open Play,Regular Play
662272,0,115.5,27.5,Left Foot,Open Play,From Free Kick
662273,0,101.1,46.0,Left Foot,Open Play,From Throw In
662274,0,107.4,41.4,Right Foot,Open Play,From Throw In
662275,0,90.4,40.4,Right Foot,Open Play,Regular Play
662276,0,107.0,17.1,Right Foot,Free Kick,From Free Kick
662277,0,103.8,31.7,Left Foot,Open Play,From Free Kick
662278,0,106.5,30.6,Right Foot,Open Play,From Throw In
662279,1,107.5,46.0,Right Foot,Open Play,From Throw In
662280,0,102.6,32.9,Left Foot,Open Play,Regular Play
662281,0,113.4,36.7,Right Foot,Open Play,Regular Play
662282,0,117.8,34.3,Right Foot,Open Play,Regular Play
662283,0,98.8,55.7,Right Foot,Open Play,From Corner
