,is_goal,x,y,shot_body_part,shot_type,play_pattern
67275,0,101.1,30.2,Right Foot,Open Play,From Counter
67276,0,108.2,42.9,Head,Open Play,From Free Kick
67277,0,99.6,27.9,Right Foot,Open Play,From Throw In
67278,0,90.6,43.9,Right Foot,Open Play,From Free Kick
67279,0,109.1,54.1,Right Foot,Open Play,From Keeper
67280,0,117.2,34.0,Head,Open Play,From Free Kick
70075,0,99.7,51.5,Right Foot,Open Play,Regular Play
70076,0,115.9,45.1,Head,Open Play,Regular Play
70077,0,104.5,46.2,Right Foot,Open Play,From Corner
70078,0,107.8,30.6,Head,Open Play,From Corner
70079,0,113.7,24.7,Left Foot,Open Play,From Throw In
70080,0,101.6,21.4,Right Foot,Free Kick,From Free Kick
70081,0,101.4,20.9,Right Foot,Open Play,From Free Kick
70082,0,112.5,45.5,Head,Open Play,From Corner
70083,0,95.5,55.2,Right Foot,Open Play,From Corner
70084,0,101.5,56.4,Right Foot,Open Play,From Corner
70085,0,109.8,40.1,Right Foot,Open Play,From Corner
70086,0,99.1,26.8,Right Foot,Free Kick,From Free Kick
70087,0,113.0,38.7,Head,Open Play,From Corner
70088,1,115.1,42.4,Head,Open Play,Regular Play
70089,0,107.3,39.2,Head,Open Play,From Free Kick
70090,1,94.9,40.1,Right Foot,Open Play,From Free Kick
70091,0,110.4,42.0,Head,Open Play,From Free Kick
70092,0,108.2,55.6,Right Foot,Open Play,Regular Play
70093,0,100.9,21.6,Right Foot,Free Kick,From Free Kick
70094,0,86.9,36.0,Right Foot,Open Play,From Throw In
70095,0,92.1,18.7,Right Foot,Free Kick,From Free Kick
73058,0,105.9,37.9,Head,Open Play,From Free Kick
73059,0,96.1,48.2,Right Foot,Open Play,From Free Kick
73060,0,110.4,30.2,Right Foot,Open Play,From Free Kick
73061,1,110.0,47.0,Right Foot,Open Play,Regular Play
73062,0,94.8,34.2,Right Foot,Open Play,From Corner
73063,0,97.0,33.1,Right Foot,Open Play,From Throw In
73064,0,92.4,51.7,Left Foot,Open Play,Regular Play
73065,0,87.6,23.0,Left Foot,Open Play,From Throw In
73066,0,112.1,43.1,Head,Open Play,From Corner
73067,0,103.9,55.3,Right Foot,Open Play,Regular Play
73068,0,97.9,23.3,Right Foot,Open Play,From Throw In
73069,0,92.6,51.4,Right Foot,Open Play,Regular Play
73070,0,102.7,20.4,Right Foot,Open Play,From Goal Kick
73071,0,62.5,24.8,Right Foot,Open Play,Regular Play
73072,0,115.6,34.4,Right Foot,Open Play,Regular Play
73073,0,106.4,26.8,Left Foot,Open Play,Regular Play
73074,0,105.8,27.2,Right Foot,Open Play,From Corner
73075,0,111.3,49.1,Left Foot,Open Play,Regular Play
73076,0,109.6,54.2,Left Foot,Open Play,Regular Play
73077,0,98.9,52.5,Right Foot,Open Play,Regular Play
73078,0,103.9,54.3,Right Foot,Open Play,From Throw In
73079,0,110.3,25.0,Left Foot,Open Play,From Free Kick
73080,0,91.6,42.3,Left Foot,Open Play,From Corner
73081,0,100.4,56.4,Right Foot,Open Play,Regular Play
73082,0,113.6,49.1,Head,Open Play,From Corner
73083,0,97.7,49.1,Right Foot,Open Play,From Throw In
73084,1,107.6,48.8,Right Foot,Open Play,From Corner
73085,1,109.7,45.4,Right Foot,Open Play,From Throw In
73086,0,103.1,39.9,Right Foot,Open Play,From Throw In
76427,0,100.0,24.0,Right Foot,Open Play,From Throw In
76428,0,116.8,53.2,Right Foot,Open Play,From Corner
76429,0,109.5,40.2,Left Foot,Open Play,Regular Play
76430,0,107.6,40.3,Head,Open Play,Regular Play
76431,0,101.4,31.1,Right Foot,Open Play,From Throw In
76432,0,111.7,47.2,Head,Open Play,From Corner
76433,0,113.5,30.4,Head,Open Play,From Free Kick
76434,0,90.8,36.2,Right Foot,Open Play,Regular Play
76435,0,95.1,39.3,Left Foot,Open Play,From Throw In
76436,0,109.3,44.6,Right Foot,Open Play,From Free Kick
76437,0,96.9,11.4,Right Foot,Free Kick,From Free Kick
76438,0,102.6,49.7,Left Foot,Open Play,From Throw In
76439,0,114.6,29.4,Left Foot,Open Play,From Corner
76440,1,95.5,32.3,Right Foot,Open Play,From Corner
76441,0,111.6,46.4,Head,Open Play,From Corner
76442,0,101.7,60.4,Left Foot,Open Play,From Free Kick
76443,0,94.3,27.1,Right Foot,Open Play,From Corner
76444,0,103.0,44.0,Right Foot,Open Play,From Throw In
76445,0,92.9,34.7,Left Foot,Open Play,From Keeper
76446,0,94.6,20.7,Right Foot,Open Play,From Free Kick
76447,0,110.3,52.6,Right Foot,Open Play,From Goal Kick
80194,0,110.5,42.8,Head,Open Play,Regular Play
80195,0,96.3,21.9,Right Foot,Open Play,Regular Play
80196,0,100.6,52.5,Left Foot,Open Play,Regular Play
80197,0,113.8,52.7,Right Foot,Open Play,Regular Play
80198,0,109.4,42.2,Head,Open Play,From Corner
80199,0,104.5,45.5,Right Foot,Open Play,From Throw In
80200,0,101.5,41.3,Right Foot,Open Play,From Throw In
80201,0,114.2,48.0,Right Foot,Open Play,From Free Kick
80202,0,104.7,34.8,Left Foot,Open Play,From Free Kick
80203,0,104.4,34.0,Head,Open Play,From Free Kick
80204,0,95.5,56.3,Right Foot,Open Play,From Corner
80205,0,107.9,39.5,Left Foot,Open Play,From Free Kick
80206,1,113.2,51.3,Right Foot,Open Play,From Throw In
80207,0,107.9,30.7,Left Foot,Open Play,From Throw In
80208,1,107.1,46.6,Right Foot,Open Play,From Throw In
80209,0,89.8,45.2,Right Foot,Open Play,From Kick Off
80210,0,111.6,38.2,Other,Open Play,Regular Play
80211,1,111.7,38.9,Head,Open Play,From Free Kick
80212,0,97.8,52.4,Left Foot,Open Play,From Keeper
80213,0,89.5,41.9,Left Foot,Open Play,From Throw In
80214,0,98.5,24.1,Left Foot,Open Play,Regular Play
80215,0,102.9,29.2,Right Foot,Open Play,Regular Play
80216,1,111.8,27.9,Left Foot,Open Play,From Corner
80217,0,105.7,43.9,Right Foot,Open Play,Regular Play
80218,0,96.8,38.3,Left Foot,Open Play,Regular Play
80219,0,106.4,30.0,Right Foot,Open Play,Regular Play
80220,0,114.6,52.6,Right Foot,Open Play,Regular Play
83134,0,103.6,50.9,Left Foot,Open Play,Regular Play
83135,0,113.8,41.0,Head,Open Play,From Corner
83136,1,107.1,50.3,Right Foot,Open Play,From Counter
83137,0,92.2,52.8,Left Foot,Open Play,Regular Play
83138,0,105.0,18.1,Right Foot,Open Play,Regular Play
83139,0,97.5,22.7,Left Foot,Open Play,From Free Kick
83140,0,114.1,45.8,Head,Open Play,From Corner
83142,0,108.3,31.5,Head,Open Play,Regular Play
83143,1,106.8,32.7,Left Foot,Open Play,From Goal Kick
83144,0,109.4,40.6,Head,Open Play,From Throw In
83145,0,100.9,52.2,Right Foot,Open Play,From Throw In
83146,0,102.4,24.2,Right Foot,Open Play,From Throw In
83147,0,108.8,54.8,Right Foot,Open Play,From Goal Kick
83148,0,103.1,29.7,Left Foot,Open Play,Regular Play
83149,0,111.7,31.8,Left Foot,Open Play,From Free Kick
83150,0,108.2,41.9,Head,Open Play,Regular Play
83151,0,110.9,29.5,Left Foot,Open Play,Regular Play
83152,0,97.8,61.2,Right Foot,Open Play,From Free Kick
83153,0,113.7,35.3,Left Foot,Open Play,Other
83154,0,94.2,22.3,Right Foot,Open Play,From Throw In
83155,0,112.7,40.4,Head,Open Play,From Corner
83156,0,102.9,47.0,Right Foot,Open Play,Regular Play
83157,0,104.0,46.5,Left Foot,Open Play,From Throw In
83158,1,97.8,35.8,Right Foot,Open Play,From Throw In
83160,1,114.9,49.6,Right Foot,Open Play,From Counter
86629,0,111.6,33.0,Head,Open Play,From Free Kick
86630,0,111.4,36.3,Left Foot,Open Play,From Corner
86631,0,109.3,27.8,Left Foot,Open Play,From Free Kick
86632,1,113.7,38.6,Left Foot,Open Play,From Throw In
86633,0,109.9,45.3,Right Foot,Open Play,From Throw In
86634,1,108.8,35.0,Right Foot,Open Play,Regular Play
86635,0,94.0,50.2,Left Foot,Open Play,Regular Play
86636,0,105.3,55.7,Left Foot,Open Play,From Free Kick
86637,0,109.4,37.4,Head,Open Play,From Corner
86639,0,111.7,46.4,Right Foot,Open Play,Regular Play
86640,0,90.6,29.5,Right Foot,Open Play,From Free Kick
86641,0,108.6,38.7,Head,Open Play,From Corner
86642,0,102.7,26.0,Left Foot,Open Play,From Throw In
86643,0,114.3,51.4,Right Foot,Open Play,From Goal Kick
86644,0,87.2,42.2,Right Foot,Open Play,From Goal Kick
86645,0,103.9,40.3,Head,Open Play,Regular Play
86646,0,112.0,32.2,Head,Open Play,Regular Play
86647,0,104.5,38.4,Right Foot,Open Play,From Goal Kick
86648,0,102.0,25.4,Right Foot,Open Play,From Throw In
86649,0,99.2,24.0,Right Foot,Open Play,From Corner
86650,0,107.5,38.1,Head,Open Play,From Corner
89627,0,101.3,34.6,Left Foot,Open Play,Regular Play
89628,0,104.9,48.6,Left Foot,Open Play,From Throw In
89629,0,107.2,52.8,Right Foot,Open Play,From Corner
89630,0,106.1,51.2,Left Foot,Open Play,Regular Play
89631,0,87.4,31.1,Left Foot,Open Play,From Free Kick
89632,0,101.8,26.1,Left Foot,Open Play,Regular Play
89633,0,103.1,16.2,Right Foot,Open Play,From Corner
89634,0,99.5,38.1,Left Foot,Open Play,Regular Play
89635,0,112.4,25.4,Left Foot,Open Play,From Counter
89636,0,55.4,19.6,Right Foot,Free Kick,From Free Kick
89637,0,115.3,40.9,Right Foot,Open Play,From Corner
89638,0,113.0,42.7,Head,Open Play,From Corner
89639,0,112.9,54.0,Right Foot,Open Play,Regular Play
89640,0,108.5,54.2,Right Foot,Open Play,Regular Play
89641,0,96.2,37.3,Right Foot,Open Play,From Corner
89642,1,101.1,39.8,Right Foot,Open Play,From Corner
89643,0,109.3,25.4,Left Foot,Open Play,From Throw In
89644,0,111.5,28.3,Right Foot,Open Play,From Throw In
89645,0,109.7,42.2,Head,Open Play,From Corner
89646,0,114.3,51.8,Head,Open Play,From Corner
89647,0,103.9,55.5,Left Foot,Open Play,From Free Kick
89648,0,102.9,50.7,Right Foot,Open Play,From Counter
89649,1,111.2,37.6,Left Foot,Open Play,From Free Kick
93074,1,111.6,34.5,Right Foot,Open Play,From Free Kick
93075,0,91.1,43.9,Left Foot,Open Play,Regular Play
93076,0,105.1,28.3,Left Foot,Open Play,From Counter
93077,0,112.5,39.7,Head,Open Play,From Corner
93078,0,99.6,21.7,Left Foot,Open Play,Regular Play
93079,0,110.6,27.9,Right Foot,Open Play,Regular Play
93080,0,114.3,50.6,Right Foot,Open Play,From Throw In
93081,0,109.2,44.2,Right Foot,Open Play,From Corner
93082,0,109.7,26.1,Right Foot,Open Play,From Free Kick
93083,0,106.4,29.4,Right Foot,Open Play,From Free Kick
93084,0,88.3,38.5,Right Foot,Open Play,From Throw In
93085,0,95.9,35.6,Right Foot,Open Play,Regular Play
93086,0,100.1,34.1,Right Foot,Open Play,From Throw In
93087,0,98.4,43.0,Right Foot,Open Play,From Throw In
93088,0,93.9,20.2,Left Foot,Open Play,Regular Play
93089,0,99.3,54.7,Left Foot,Open Play,From Corner
93090,0,99.4,43.7,Left Foot,Open Play,From Counter
93091,0,105.1,42.1,Right Foot,Open Play,From Free Kick
93092,0,103.1,43.4,Left Foot,Open Play,From Corner
93093,0,102.9,41.1,Right Foot,Open Play,From Throw In
93094,0,112.7,40.6,Head,Open Play,From Throw In
93095,0,88.3,52.1,Left Foot,Open Play,From Corner
93096,0,107.8,50.4,Right Foot,Open Play,Regular Play
93097,0,110.4,34.4,Head,Open Play,From Corner
93098,0,100.8,24.0,Right Foot,Open Play,From Free Kick
93099,0,111.4,34.1,Head,Open Play,From Throw In
93100,0,99.9,27.3,Right Foot,Open Play,From Throw In
93101,0,110.3,25.8,Left Foot,Open Play,Regular Play
93102,0,102.3,42.6,Left Foot,Open Play,From Throw In
93103,0,101.2,51.6,Right Foot,Open Play,From Counter
93104,0,99.8,51.7,Right Foot,Open Play,Regular Play
93105,1,110.4,40.2,Left Foot,Open Play,Regular Play
97105,0,91.3,39.9,Right Foot,Open Play,Regular Play
97106,0,94.4,23.9,Right Foot,Free Kick,From Free Kick
97107,0,97.4,30.4,Right Foot,Open Play,From Goal Kick
97108,0,99.1,30.1,Left Foot,Open Play,From Goal Kick
97109,0,100.6,39.5,Left Foot,Open Play,From Throw In
97110,0,107.7,40.2,Head,Open Play,From Throw In
97111,1,108.8,40.2,Head,Open Play,From Throw In
97112,0,108.2,50.9,Right Foot,Open Play,From Counter
97113,0,92.6,43.6,Right Foot,Open Play,Regular Play
97114,0,93.9,33.5,Right Foot,Open Play,From Keeper
97115,0,108.7,41.2,Head,Open Play,Regular Play
97116,0,109.0,41.2,Head,Open Play,From Throw In
97117,0,110.6,54.9,Right Foot,Open Play,Regular Play
97118,0,94.5,33.0,Right Foot,Open Play,From Corner
97119,0,108.6,41.6,Head,Open Play,From Corner
97120,0,106.8,30.2,Right Foot,Open Play,From Corner
97121,0,104.7,38.1,Left Foot,Open Play,From Corner
97122,0,105.4,47.4,Left Foot,Open Play,From Free Kick
97123,0,111.6,32.0,Head,Open Play,Regular Play
97124,0,109.9,36.0,Right Foot,Open Play,From Free Kick
97125,0,108.6,43.0,Left Foot,Open Play,From Throw In
100744,1,113.2,37.2,Left Foot,Open Play,Other
100745,0,100.5,19.2,Right Foot,Open Play,From Throw In
100746,0,96.0,39.4,Left Foot,Open Play,Regular Play
100747,1,109.2,48.5,Right Foot,Open Play,From Throw In
100748,0,110.1,54.5,Right Foot,Open Play,From Throw In
100749,1,114.9,38.7,Head,Open Play,From Free Kick
100750,0,108.4,27.7,Right Foot,Open Play,From Throw In
100751,0,106.2,27.7,Right Foot,Open Play,From Throw In
100752,1,110.2,40.0,Right Foot,Open Play,Regular Play
100753,0,94.3,22.8,Right Foot,Free Kick,From Free Kick
100754,0,106.6,44.5,Left Foot,Open Play,From Free Kick
100755,0,108.9,37.4,Left Foot,Open Play,Regular Play
100756,0,105.4,33.5,Right Foot,Open Play,Regular Play
100757,0,114.8,31.7,Left Foot,Open Play,Regular Play
100758,0,109.7,50.8,Right Foot,Open Play,From Counter
100759,0,96.0,35.9,Left Foot,Open Play,Regular Play
100760,0,104.3,54.4,Left Foot,Open Play,Regular Play
104186,0,97.2,27.0,Right Foot,Open Play,From Counter
104187,0,108.9,41.2,Head,Open Play,From Free Kick
104188,0,97.3,53.0,Right Foot,Open Play,From Corner
104189,0,114.9,40.1,Head,Open Play,From Corner
104190,0,112.1,39.8,Head,Open Play,From Corner
104191,0,97.2,49.4,Right Foot,Open Play,From Free Kick
104192,0,90.5,32.3,Right Foot,Open Play,Regular Play
104193,0,95.0,45.9,Left Foot,Open Play,From Corner
104194,0,109.7,31.8,Head,Open Play,From Corner
104195,0,109.9,39.5,Head,Open Play,From Corner
104196,0,115.6,43.5,Head,Open Play,From Corner
104197,0,105.7,23.0,Left Foot,Open Play,From Goal Kick
104198,0,96.8,29.3,Right Foot,Open Play,From Throw In
104199,0,109.2,44.9,Head,Open Play,From Free Kick
104200,0,97.4,50.0,Right Foot,Open Play,Regular Play
104201,0,101.2,39.9,Right Foot,Open Play,Regular Play
104202,0,114.7,40.0,Right Foot,Open Play,From Corner
104203,0,89.9,43.8,Right Foot,Open Play,From Free Kick
104204,0,110.0,54.6,Right Foot,Open Play,From Throw In
104205,1,103.6,35.9,Right Foot,Open Play,From Free Kick
104206,0,96.9,45.7,Right Foot,Open Play,From Counter
104207,0,111.9,52.7,Right Foot,Open Play,Regular Play
104208,0,107.2,29.2,Right Foot,Open Play,Regular Play
104209,0,104.3,44.2,Right Foot,Open Play,Regular Play
107358,0,111.3,23.5,Right Foot,Open Play,From Throw In
107359,0,104.7,25.8,Right Foot,Open Play,From Throw In
107360,1,111.7,39.5,Right Foot,Open Play,From Throw In
107361,0,95.7,33.5,Right Foot,Open Play,From Throw In
107362,0,111.4,36.8,Right Foot,Open Play,From Corner
107363,0,100.1,24.4,Right Foot,Open Play,From Corner
107364,1,108.7,47.9,Right Foot,Open Play,From Corner
107365,0,112.8,31.7,Left Foot,Open Play,From Free Kick
107366,0,103.9,45.6,Left Foot,Open Play,Regular Play
107367,0,104.6,21.3,Right Foot,Open Play,From Corner
107368,0,98.7,49.0,Right Foot,Open Play,From Counter
107369,0,116.0,35.5,Head,Open Play,From Keeper
107370,0,105.6,52.8,Right Foot,Open Play,Regular Play
107371,0,90.1,29.3,Right Foot,Open Play,From Throw In
107372,0,102.2,20.8,Right Foot,Open Play,From Counter
107373,0,111.1,25.5,Left Foot,Open Play,Regular Play
107374,0,91.8,31.1,Left Foot,Open Play,From Free Kick
107375,0,108.5,46.7,Right Foot,Open Play,From Throw In
107376,0,113.8,36.5,Head,Open Play,Regular Play
107377,1,107.7,35.1,Head,Open Play,From Free Kick
107378,0,107.6,33.3,Head,Open Play,From Free Kick
110727,0,110.8,52.0,Right Foot,Open Play,Regular Play
110728,0,102.6,28.7,Right Foot,Open Play,Regular Play
110729,0,96.2,37.7,Left Foot,Open Play,Regular Play
110730,0,95.4,58.7,Left Foot,Open Play,From Free Kick
110731,0,108.2,28.8,Right Foot,Open Play,Regular Play
110732,0,107.5,33.5,Left Foot,Open Play,Regular Play
110733,0,101.0,30.0,Right Foot,Open Play,From Free Kick
110734,0,108.3,47.7,Right Foot,Open Play,From Free Kick
110735,0,102.4,30.3,Left Foot,Open Play,From Corner
110736,0,104.8,27.1,Right Foot,Open Play,Regular Play
110737,0,98.9,59.5,Left Foot,Open Play,Regular Play
110738,0,112.8,35.1,Head,Open Play,From Corner
110739,1,115.1,37.9,Head,Open Play,From Corner
110740,0,114.0,38.2,Head,Open Play,From Throw In
110741,0,92.4,39.0,Left Foot,Free Kick,From Free Kick
110742,0,111.3,41.4,Head,Open Play,From Corner
110743,0,112.5,43.8,Head,Open Play,From Corner
110744,0,114.4,36.4,Head,Open Play,From Corner
110745,0,108.5,41.2,Head,Open Play,From Free Kick
110746,0,96.8,38.8,Right Foot,Open Play,From Free Kick
110747,0,113.1,52.5,Right Foot,Open Play,From Throw In
110748,0,98.8,44.4,Right Foot,Open Play,From Counter
110749,0,108.4,43.0,Right Foot,Open Play,From Counter
110750,0,116.4,48.1,Right Foot,Open Play,From Throw In
114184,0,107.7,39.9,Right Foot,Open Play,Regular Play
114185,0,105.5,36.8,Left Foot,Open Play,From Free Kick
114186,1,107.8,42.4,Right Foot,Open Play,From Free Kick
114187,0,99.0,61.2,Right Foot,Open Play,Regular Play
114188,0,102.4,59.7,Right Foot,Open Play,From Counter
114189,0,112.5,32.7,Head,Open Play,From Corner
114190,0,104.5,52.5,Left Foot,Open Play,Regular Play
114191,0,96.4,50.3,Left Foot,Open Play,Regular Play
114192,0,107.2,19.0,Right Foot,Open Play,From Throw In
114193,0,91.8,21.1,Right Foot,Open Play,From Throw In
114194,1,105.9,41.4,Right Foot,Open Play,From Free Kick
114195,0,107.2,32.3,Right Foot,Open Play,From Free Kick
114196,0,115.9,44.2,Head,Open Play,From Free Kick
114197,0,106.4,54.0,Left Foot,Open Play,Regular Play
114198,0,108.5,39.3,Head,Open Play,From Free Kick
114199,1,106.9,35.5,Right Foot,Open Play,From Goal Kick
114200,0,90.1,47.2,Left Foot,Free Kick,From Free Kick
114201,0,95.3,49.0,Left Foot,Open Play,From Corner
114202,0,109.8,44.5,Right Foot,Open Play,From Corner
117751,0,111.2,36.1,Left Foot,Open Play,Regular Play
117752,0,96.2,55.0,Right Foot,Open Play,Regular Play
117753,0,114.2,44.5,Head,Open Play,From Throw In
117754,0,114.4,35.5,Head,Open Play,Regular Play
117755,1,115.3,43.9,Head,Open Play,Regular Play
117756,0,103.8,43.8,Left Foot,Open Play,Regular Play
117757,0,111.6,34.9,Right Foot,Open Play,From Throw In
117758,0,96.6,35.5,Right Foot,Open Play,Regular Play
117759,0,114.8,41.4,Head,Open Play,From Corner
117760,0,96.0,23.5,Right Foot,Free Kick,From Free Kick
117761,0,108.2,41.9,Head,Open Play,Regular Play
117762,0,96.6,54.1,Right Foot,Free Kick,From Free Kick
117763,0,107.7,44.3,Left Foot,Open Play,From Free Kick
117764,0,116.7,32.5,Right Foot,Open Play,From Free Kick
117765,1,111.9,43.0,Right Foot,Open Play,Regular Play
117766,0,97.1,24.4,Left Foot,Open Play,From Kick Off
117767,0,115.0,36.0,Head,Open Play,From Corner
120695,0,101.6,21.9,Right Foot,Open Play,From Throw In
120696,1,99.8,26.2,Right Foot,Open Play,From Throw In
120697,0,104.7,35.4,Left Foot,Open Play,From Counter
120698,0,107.9,39.1,Head,Open Play,From Free Kick
120699,1,115.4,32.8,Head,Open Play,From Throw In
120700,0,105.6,41.6,Head,Open Play,From Free Kick
120701,0,111.3,40.9,Head,Open Play,From Free Kick
120702,0,105.2,48.4,Right Foot,Open Play,From Free Kick
120703,1,112.3,36.9,Head,Open Play,From Free Kick
120704,0,106.1,58.4,Left Foot,Open Play,From Goal Kick
120705,0,114.9,40.5,Head,Open Play,From Free Kick
120706,0,103.6,45.6,Right Foot,Open Play,Regular Play
120707,0,108.5,28.7,Right Foot,Open Play,From Counter
120708,0,117.0,31.1,Left Foot,Open Play,From Corner
120709,0,99.0,46.0,Left Foot,Free Kick,From Free Kick
124132,0,92.8,31.8,Right Foot,Free Kick,From Free Kick
124133,0,89.9,28.2,Right Foot,Open Play,Regular Play
124134,0,115.1,36.9,Right Foot,Open Play,Regular Play
124135,0,72.8,13.2,Right Foot,Open Play,Regular Play
124136,0,101.9,32.8,Left Foot,Open Play,Regular Play
124137,1,118.4,38.6,Left Foot,Open Play,From Free Kick
124138,0,99.3,24.4,Right Foot,Open Play,From Kick Off
124139,0,102.4,26.9,Right Foot,Open Play,Regular Play
124140,0,104.1,20.8,Left Foot,Open Play,From Free Kick
124141,0,105.9,44.2,Head,Open Play,Regular Play
124142,0,116.0,36.5,Left Foot,Open Play,Regular Play
124143,0,106.3,50.5,Left Foot,Open Play,From Corner
124144,0,110.6,52.9,Right Foot,Open Play,From Goal Kick
124145,0,99.9,40.2,Right Foot,Open Play,From Free Kick
124146,0,95.9,30.6,Right Foot,Free Kick,From Free Kick
124147,0,106.2,27.6,Right Foot,Open Play,From Counter
124148,0,113.3,55.1,Right Foot,Open Play,Regular Play
124149,0,106.9,50.4,Right Foot,Open Play,From Corner
124150,0,108.0,58.5,Right Foot,Open Play,From Corner
124151,0,109.7,46.5,Left Foot,Open Play,From Corner
124152,0,104.4,40.2,Right Foot,Open Play,From Corner
124153,0,93.1,48.3,Left Foot,Open Play,Regular Play
124154,0,119.0,0.7,Right Foot,Corner,From Corner
124155,1,106.7,52.1,Right Foot,Open Play,Regular Play
124156,0,102.2,45.6,Left Foot,Open Play,From Free Kick
124157,0,110.7,32.2,Right Foot,Open Play,From Free Kick
124158,0,107.8,53.4,Right Foot,Open Play,From Free Kick
124159,0,114.5,35.6,Left Foot,Open Play,Regular Play
127714,0,101.0,28.5,Right Foot,Open Play,From Corner
127715,0,99.2,41.8,Right Foot,Open Play,From Corner
127716,0,97.8,15.0,Right Foot,Free Kick,From Free Kick
127717,0,102.6,19.7,Left Foot,Open Play,From Free Kick
127718,0,115.7,28.2,Head,Open Play,Regular Play
127719,0,101.9,34.7,Right Foot,Open Play,From Throw In
127720,0,113.1,35.9,Head,Open Play,From Corner
127721,0,99.6,36.2,Left Foot,Open Play,From Counter
